data;date;place;place2;latitude;longitude
#gempa dirasakan magnitudo: 4.8, kedalaman: 10 km, 30 mar 2023 01:10:21 wib, koordinat: 8.31 ls-116.79 bt (pusat gempa berada di laut 19 km baratlaut pulau panjang) #bmkg;2022-03-30;pulaupanjang;;-8.31;116.79
"#gempa mag:2.8, 30-mar-2023 01:29:55wib, lok:9.71ls, 119.22bt (18 km baratlaut wanokaka-ntt), kedlmn:29 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-30;wanokaka;ntt;-9.71;119.22
"#gempa mag:2.5, 30-mar-2023 01:21:22wib, lok:0.68ls, 127.36bt (15 km baratdaya labuha-malut), kedlmn:101 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-30;labuha;malut;-0.68;127.36
"#gempa mag:5.1, 30-mar-2023 01:10:21wib, lok:8.31ls, 116.77bt (20 km baratlaut pulaupanjang-ntb), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-30;pulaupanjang;ntb;-8.31;116.77
"#gempa mag:2.3, 30-mar-2023 00:38:32wib, lok:4.28lu, 95.74bt (43 km tenggara calang-acehjaya), kedlmn:34 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-30;calang;acehjaya;4.28;95.74
"#gempa mag:2.2, 30-mar-2023 00:25:07wib, lok:9.96ls, 123.97bt (9 km timurlaut kab-kupang-ntt), kedlmn:64 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-30;kupang;ntt;-9.96;123.97
"#gempa mag:1.8, 30-mar-2023 00:21:59wib, lok:1.45ls, 120.17bt (32 km tenggara sigi-sulteng), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-30;sigi;sulteng;-1.45;120.17
"#gempa mag:2.3, 29-mar-2023 23:59:21wib, lok:6.86ls, 120.78bt (70 km tenggara selayar-sulsel), kedlmn:22 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;selayar;sulsel;-6.86;120.78
"#gempa mag:2.3, 29-mar-2023 23:58:06wib, lok:3.10ls, 128.61bt (44 km baratlaut malukutengah), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;malukutengah;;-3.10;128.61
"#gempa mag:2.3, 29-mar-2023 23:41:27wib, lok:0.44lu, 125.34bt (88 km tenggara tutuyan-boltim-sulut), kedlmn:35 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;boltim;sulut;0.44;125.34
"#gempa mag:2.7, 29-mar-2023 23:29:06wib, lok:0.22lu, 124.66bt (60 km tenggara tutuyan-boltim-sulut), kedlmn:12 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;boltim;sulut;0.22;124.66
"#gempa mag:1.7, 29-mar-2023 23:27:08wib, lok:1.60ls, 120.15bt (38 km tenggara sigi-sulteng), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;sigi;sulteng;-1.60;120.15
"#gempa mag:1.9, 29-mar-2023 23:24:28wib, lok:8.51ls, 121.96bt (30 km baratlaut maumere-sikka-ntt), kedlmn:31 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;sikka;ntt;-8.51;121.96
"#gempa mag:1.0, 29-mar-2023 23:09:51wib, lok:0.76lu, 122.57bt (33 km baratdaya gorontaloutara-gorontalo), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;gorontaloutara;gorontalo;0.76;122.57
"#gempa mag:1.9, 29-mar-2023 23:07:41wib, lok:0.51lu, 123.88bt (19 km baratlaut bolaanguki-bolsel-sulut), kedlmn:263 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;bolsel;sulut;0.51;123.88
"#gempa mag:2.9, 29-mar-2023 21:33:15wib, lok:9.69ls, 119.16bt (22 km tenggara kodi-sumbabaratdaya-ntt), kedlmn:39 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;sumbabaratdaya;ntt;-9.69;119.16
"#gempa mag:3.3, 29-mar-2023 19:16:27wib, lok:8.75ls, 112.16bt (68 km baratdaya kab-blitar-jatim), kedlmn:59 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;blitar;jatim;-8.75;112.16
"#gempa mag:3.2, 29-mar-2023 18:32:13wib, lok:1.52ls, 138.73bt (105 km timurlaut mamberamotengah-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;mamberamotengah;papua;-1.52;138.73
"#gempa mag:2.4, 29-mar-2023 18:25:38wib, lok:0.61lu, 124.10bt (27 km baratdaya kotamobagu-sulut), kedlmn:145 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;kotamobagu;sulut;0.61;124.10
"#gempa mag:3.3, 29-mar-2023 18:22:02wib, lok:3.71lu, 95.87bt (56 km baratdaya meulaboh-acehbarat), kedlmn:21 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;meulaboh;acehbarat;3.71;95.87
"#gempa mag:4.1, 29-mar-2023 17:36:05wib, lok:5.36lu, 126.12bt (163 km baratlaut melonguane-sulut), kedlmn:127 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;melonguane;sulut;5.36;126.12
"#gempa mag:2.2, 29-mar-2023 15:14:17wib, lok:1.63ls, 120.19bt (43 km tenggara sigi-sulteng), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;sigi;sulteng;-1.63;120.19
"#gempa mag:5.0, 29-mar-2023 14:41:50wib, lok:6.14lu, 126.18bt (244 km baratlaut melonguane-sulut), kedlmn:110 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;melonguane;sulut;6.14;126.18
"#gempa mag:3.2, 29-mar-2023 14:20:05wib, lok:1.61lu, 128.30bt (36 km tenggara tobelo-malut), kedlmn:65 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;tobelo;malut;1.61;128.30
#gempa dirasakan magnitudo: 4.0, kedalaman: 10 km, 29 mar 2023 12:34:44 wib, koordinat: 6.84 ls-107.08 bt (pusat gempa berada di darat 6 km baratdaya cianjur) #bmkg;2022-03-29;cianjur;;-6.84;107.08
"#gempa mag:3.4, 29-mar-2023 12:41:33wib, lok:3.90ls, 133.48bt (85 km baratdaya kaimana-papuabrt), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;kaimana;papuabrt;-3.90;133.48
"#gempa mag:4.0, 29-mar-2023 12:34:44wib, lok:6.84ls, 107.05bt (10 km baratdaya kab-cianjur-jabar), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;cianjur;jabar;-6.84;107.05
"#gempa mag:4.0, 29-mar-2023 11:52:07wib, lok:0.64lu, 99.93bt (48 km tenggara mandailingnatal-sumut), kedlmn:161 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;mandailingnatal;sumut;0.64;99.93
"#gempa mag:2.4, 29-mar-2023 11:26:45wib, lok:8.89ls, 116.87bt (15 km tenggara sumbawabarat-ntb), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;sumbawabarat;ntb;-8.89;116.87
"#gempa mag:3.2, 29-mar-2023 10:51:04wib, lok:0.78lu, 124.87bt (28 km timurlaut tutuyan-boltim-sulut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;boltim;sulut;0.78;124.87
"#gempa mag:2.6, 29-mar-2023 07:35:34wib, lok:8.22ls, 118.22bt (44 km baratlaut dompu-ntb), kedlmn:21 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;dompu;ntb;-8.22;118.22
"#gempa mag:2.1, 29-mar-2023 06:55:24wib, lok:8.51ls, 118.32bt (16 km baratlaut dompu-ntb), kedlmn:107 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;dompu;ntb;-8.51;118.32
"#gempa mag:3.7, 29-mar-2023 04:08:04wib, lok:2.30ls, 140.77bt (116 km timurlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;keerom;papua;-2.30;140.77
"#gempa mag:3.0, 29-mar-2023 03:59:56wib, lok:7.66ls, 106.59bt (74 km tenggara kab-sukabumi-jabar), kedlmn:27 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;sukabumi;jabar;-7.66;106.59
"#gempa mag:4.6, 29-mar-2023 02:27:05wib, lok:2.35lu, 128.91bt (76 km timurlaut daruba-malut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;daruba;malut;2.35;128.91
"#gempa mag:3.4, 29-mar-2023 01:07:04wib, lok:4.44ls, 137.76bt (53 km baratdaya nduga-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;nduga;papua;-4.44;137.76
"#gempa mag:2.1, 29-mar-2023 00:45:08wib, lok:2.40ls, 121.00bt (27 km baratlaut luwutimur-sulsel), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-29;luwutimur;sulsel;-2.40;121.00
"#gempa mag:2.7, 28-mar-2023 23:24:01wib, lok:0.73ls, 100.08bt (12 km baratdaya pariaman-sumbar), kedlmn:84 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;pariaman;sumbar;-0.73;100.08
"#gempa mag:2.9, 28-mar-2023 22:10:20wib, lok:8.19ls, 107.29bt (127 km baratdaya kab-garut-jabar), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;garut;jabar;-8.19;107.29
"#gempa mag:2.6, 28-mar-2023 20:44:50wib, lok:2.80ls, 129.09bt (57 km timurlaut malukutengah), kedlmn:17 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;malukutengah;;-2.80;129.09
"#gempa mag:2.3, 28-mar-2023 20:43:48wib, lok:0.38ls, 123.56bt (96 km baratdaya bolaanguki-bolsel-sulut), kedlmn:28 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;bolsel;sulut;-0.38;123.56
"#gempa mag:2.9, 28-mar-2023 19:23:24wib, lok:0.68lu, 98.52bt (79 km timurlaut niasselatan-sumut), kedlmn:21 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;niasselatan;sumut;0.68;98.52
"#gempa mag:4.9, 28-mar-2023 18:48:46wib, lok:6.81ls, 129.25bt (220 km timurlaut malukubrtdaya), kedlmn:104 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;malukubrtdaya;;-6.81;129.25
"#gempa mag:3.8, 28-mar-2023 17:11:24wib, lok:2.68ls, 129.39bt (83 km timurlaut malukutengah), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;malukutengah;;-2.68;129.39
"#gempa mag:4.1, 28-mar-2023 16:05:06wib, lok:2.45ls, 128.71bt (89 km timurlaut serambagianbarat-maluku), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;serambagianbarat;maluku;-2.45;128.71
"#gempa mag:3.0, 28-mar-2023 14:55:57wib, lok:3.33ls, 128.74bt (24 km baratdaya malukutengah), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;malukutengah;;-3.33;128.74
"#gempa mag:2.7, 28-mar-2023 14:51:25wib, lok:3.32ls, 128.75bt (23 km baratdaya malukutengah), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;malukutengah;;-3.32;128.75
"#gempa mag:2.1, 28-mar-2023 14:24:22wib, lok:8.83ls, 118.33bt (36 km baratdaya dompu-ntb), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;dompu;ntb;-8.83;118.33
"#gempa mag:2.4, 28-mar-2023 14:20:09wib, lok:8.81ls, 118.33bt (34 km baratdaya dompu-ntb), kedlmn:12 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;dompu;ntb;-8.81;118.33
"#gempa mag:3.1, 28-mar-2023 14:06:21wib, lok:8.90ls, 124.30bt (69 km baratlaut timortengahut-ntt), kedlmn:34 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;timortengahut;ntt;-8.90;124.30
"#gempa mag:3.4, 28-mar-2023 13:48:59wib, lok:8.97ls, 117.05bt (32 km tenggara sumbawabarat-ntb), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;sumbawabarat;ntb;-8.97;117.05
"#gempa mag:3.6, 28-mar-2023 12:28:41wib, lok:3.92ls, 133.67bt (76 km baratdaya kaimana-papuabrt), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;kaimana;papuabrt;-3.92;133.67
"#gempa mag:4.1, 28-mar-2023 12:19:14wib, lok:3.84ls, 133.55bt (75 km baratdaya kaimana-papuabrt), kedlmn:14 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;kaimana;papuabrt;-3.84;133.55
#gempa (update) mag:4.5, 28-mar-23 11:31:55 wib, lok:3.44 ls, 138.72 bt (pusat gempa berada di darat 27 km timurlaut tolikara), kedlmn:10 km dirasakan (mmi) ii - iii kab. wamena #bmkg;2022-03-28;tolikara;;-3.44;138.72
#gempa dirasakan magnitudo: 4.5, kedalaman: 10 km, 28 mar 2023 11:31:55 wib, koordinat: 3.44 ls-138.72 bt (pusat gempa berada di darat 27 km timurlaut tolikara) #bmkg;2022-03-28;tolikara;;-3.44;138.72
"#gempa mag:4.0, 28-mar-2023 11:31:55wib, lok:3.48ls, 138.84bt (40 km timurlaut tolikara-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;tolikara;papua;-3.48;138.84
#gempa (update) mag:5.5, 28-mar-23 11:19:10 wib, lok:0.41 ls, 123.58 bt (pusat gempa berada di laut 98 km baratdaya bolaang mongondow selatan), kedlmn:53 km dirasakan (mmi) iv luwuk, ii-iii kab. gorontalo, ii kota gorontalo #bmkg;2022-03-28;mongondowselatan;;-0.41;123.58
#gempa dirasakan magnitudo: 5.5, kedalaman: 53 km, 28 mar 2023 11:19:10 wib, koordinat: 0.41 ls-123.58 bt (pusat gempa berada di laut 98 km baratdaya bolaang mongondow selatan) #bmkg;2022-03-28;mongondowselatan;;-0.41;123.58
"#gempa mag:3.0, 28-mar-2023 11:26:13wib, lok:8.44ls, 121.14bt (32 km baratlaut mbay-nagekeo-ntt), kedlmn:175 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;nagekeo;ntt;-8.44;121.14
#gempa mag:5.5, 28-mar-23 11:19:10 wib, lok:0.41 ls,123.58 bt (98 km baratdaya bolaanguki-bolsel-sulut), kedlmn:53 km, tdk berpotensi tsunami #bmkg;2022-03-28;bolsel;sulut;-0.41;123.58
#gempa magnitudo: 5.5, kedalaman: 53 km, 28 mar 2023 11:19:10 wib, koordinat: 0.41 ls-123.58 bt (98 km baratdaya bolaanguki-bolsel-sulut), tidak berpotensi tsunami #bmkg;2022-03-28;bolsel;sulut;-0.41;123.58
"#gempa mag:5.4, 28-mar-2023 11:19:08wib, lok:0.38ls, 123.64bt (92 km baratdaya bolaanguki-bolsel-sulut), kedlmn:78 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;bolsel;sulut;-0.38;123.64
"#gempa mag:3.2, 28-mar-2023 10:43:59wib, lok:10.26ls, 119.33bt (53 km baratdaya wanokaka-ntt), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;wanokaka;ntt;-10.26;119.33
"#gempa mag:3.5, 28-mar-2023 09:05:36wib, lok:0.56ls, 99.28bt (88 km baratdaya agam-sumbar), kedlmn:57 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;agam;sumbar;-0.56;99.28
"#gempa mag:3.5, 28-mar-2023 07:32:25wib, lok:5.33ls, 102.59bt (35 km timurlaut enggano-bengkulu), kedlmn:30 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;enggano;bengkulu;-5.33;102.59
"#gempa mag:4.0, 28-mar-2023 07:05:42wib, lok:6.15ls, 130.28bt (232 km baratlaut malukutenggarabrt), kedlmn:161 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;malukutenggarabrt;;-6.15;130.28
"#gempa mag:2.7, 28-mar-2023 04:56:56wib, lok:8.87ls, 117.97bt (66 km baratdaya dompu-ntb), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;dompu;ntb;-8.87;117.97
"#gempa mag:3.5, 28-mar-2023 03:05:35wib, lok:2.91lu, 127.35bt (142 km baratlaut daruba-malut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;daruba;malut;2.91;127.35
"#gempa mag:4.5, 28-mar-2023 02:51:02wib, lok:3.89ls, 133.48bt (84 km baratdaya kaimana-papuabrt), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;kaimana;papuabrt;-3.89;133.48
"#gempa mag:2.3, 28-mar-2023 01:33:00wib, lok:2.76ls, 140.58bt (68 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;keerom;papua;-2.76;140.58
"#gempa mag:3.2, 28-mar-2023 00:46:05wib, lok:3.09lu, 128.23bt (116 km baratlaut daruba-malut), kedlmn:14 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;daruba;malut;3.09;128.23
"#gempa mag:3.1, 28-mar-2023 00:44:20wib, lok:1.26ls, 119.70bt (24 km baratlaut sigi-sulteng), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;sigi;sulteng;-1.26;119.70
"#gempa mag:4.0, 28-mar-2023 00:30:12wib, lok:6.98ls, 126.98bt (158 km baratlaut malukubrtdaya), kedlmn:412 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-28;malukubrtdaya;;-6.98;126.98
#gempa (update) mag:2.4, 28-mar-23 00:03:44 wib, lok:3.24 lu, 97.92 bt (pusat gempa berada di darat 29 km tenggara kutacane - kab. aceh tenggara), kedlmn:4 km dirasakan (mmi) ii pasie raja, kab. aceh selatan #bmkg;2022-03-28;acehtenggara;;3.24;97.92
#gempa dirasakan magnitudo: 2.4, kedalaman: 4 km, 28 mar 2023 00:03:44 wib, koordinat: 3.24 lu-97.92 bt (pusat gempa berada di darat 29 km tenggara kutacane - kab. aceh tenggara) #bmkg;2022-03-28;acehtenggara;;3.24;97.92
"#gempa mag:2.7, 27-mar-2023 23:52:03wib, lok:7.85ls, 116.49bt (67 km timurlaut lombokutara-ntb), kedlmn:20 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-27;lombokutara;ntb;-7.85;116.49
"#gempa mag:1.9, 27-mar-2023 23:48:33wib, lok:3.01lu, 98.54bt (11 km tenggara kab-karo-sumut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-27;karo;sumut;3.01;98.54
"#gempa mag:3.1, 27-mar-2023 23:46:06wib, lok:0.77lu, 126.10bt (131 km tenggara bitung-sulut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-27;bitung;sulut;0.77;126.10
"#gempa mag:4.2, 27-mar-2023 23:27:25wib, lok:3.89ls, 133.51bt (82 km baratdaya kaimana-papuabrt), kedlmn:12 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-27;kaimana;papuabrt;-3.89;133.51
"#gempa mag:3.6, 27-mar-2023 23:00:29wib, lok:7.85ls, 116.47bt (66 km timurlaut lombokutara-ntb), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-27;lombokutara;ntb;-7.85;116.47
"#gempa mag:2.1, 27-mar-2023 22:55:42wib, lok:0.20lu, 121.77bt (34 km baratdaya pohuwato-gorontalo), kedlmn:182 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-27;pohuwato;gorontalo;0.20;121.77
"#gempa mag:2.8, 27-mar-2023 22:54:37wib, lok:7.78ls, 118.83bt (74 km timurlaut bima-ntb), kedlmn:27 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-27;bima;ntb;-7.78;118.83
"#gempa mag:3.0, 27-mar-2023 22:32:01wib, lok:3.31ls, 129.52bt (62 km tenggara malukutengah), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-27;malukutengah;;-3.31;129.52
"#gempa mag:1.9, 27-mar-2023 22:22:16wib, lok:2.62ls, 140.73bt (80 km baratlaut keerom-papua), kedlmn:27 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-27;keerom;papua;-2.62;140.73
"#gempa mag:2.6, 27-mar-2023 22:17:40wib, lok:3.05ls, 139.72bt (16 km baratdaya kab-jayapura-papua), kedlmn:83 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-27;jayapura;papua;-3.05;139.72
"#gempa mag:4.2, 27-mar-2023 22:07:30wib, lok:6.87ls, 129.92bt (196 km baratlaut malukutenggarabrt), kedlmn:149 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-27;malukutenggarabrt;;-6.87;129.92
"#gempa mag:3.0, 27-mar-2023 20:32:45wib, lok:2.20lu, 99.13bt (23 km tenggara tobasamosir-sumut), kedlmn:140 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-03-27;tobasamosir;sumut;2.20;99.13
