data;date;place;place2;latitude;longitude
"#gempa mag:3.3, 18-jan-2023 15:47:45wib, lok:2.79lu, 127.12bt (143 km tenggara melonguane-sulut), kedlmn:60 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;2.79;127.12
"#gempa mag:3.6, 18-jan-2023 15:32:09wib, lok:2.87lu, 127.26bt (141 km tenggara melonguane-sulut), kedlmn:98 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;2.87;127.26
#gempa magnitudo: 5.3, kedalaman: 18 km, 14 jan 2023 05:41:00 wib, koordinat: 5.14 ls-102.99 bt (55 km baratdaya kaur-bengkulu), tidak berpotensi tsunami #bmkg;2022-01-14;kaur;bengkulu;-5.14;102.99
"#gempa mag:4.1, 18-jan-2023 15:14:59wib, lok:3.21lu, 127.25bt (108 km tenggara melonguane-sulut), kedlmn:21 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;3.21;127.25
#gempa mag:5.4, 18-jan-23 15:01:24 wib, lok:2.73 lu,127.14 bt (146 km baratlaut tobelo-malut), kedlmn:10 km, tdk berpotensi tsunami #bmkg;2022-01-18;tobelo;malut;2.73;127.14
#gempa magnitudo: 5.4, kedalaman: 10 km, 18 jan 2023 15:01:24 wib, koordinat: 2.73 lu-127.14 bt (146 km baratlaut tobelo-malut), tidak berpotensi tsunami #bmkg;2022-01-18;tobelo;malut;2.73;127.14
"#gempa mag:5.6, 18-jan-2023 15:01:25wib, lok:2.79lu, 127.19bt (145 km tenggara melonguane-sulut), kedlmn:21 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;2.79;127.19
"#gempa mag:3.8, 18-jan-2023 14:50:46wib, lok:2.87lu, 127.19bt (137 km tenggara melonguane-sulut), kedlmn:16 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;2.87;127.19
"#gempa mag:3.8, 18-jan-2023 14:40:50wib, lok:2.93lu, 127.21bt (132 km tenggara melonguane-sulut), kedlmn:18 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;2.93;127.21
"#gempa mag:4.5, 18-jan-2023 14:20:22wib, lok:2.88lu, 127.13bt (134 km tenggara melonguane-sulut), kedlmn:20 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;2.88;127.13
"#gempa mag:3.8, 18-jan-2023 14:18:03wib, lok:2.69lu, 127.06bt (148 km baratlaut tobelo-malut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;tobelo;malut;2.69;127.06
"#gempa mag:3.3, 18-jan-2023 14:10:44wib, lok:2.43ls, 140.70bt (101 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;keerom;papua;-2.43;140.70
"#gempa mag:4.8, 18-jan-2023 14:00:35wib, lok:2.74lu, 127.10bt (147 km tenggara melonguane-sulut), kedlmn:12 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;2.74;127.10
"#gempa mag:4.3, 18-jan-2023 13:52:04wib, lok:2.91lu, 127.19bt (133 km tenggara melonguane-sulut), kedlmn:28 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;2.91;127.19
"#gempa mag:3.8, 18-jan-2023 13:44:54wib, lok:3.01lu, 127.50bt (138 km baratlaut daruba-malut), kedlmn:108 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;daruba;malut;3.01;127.50
"#gempa mag:4.0, 18-jan-2023 13:42:09wib, lok:2.70lu, 127.28bt (133 km baratlaut daruba-malut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;daruba;malut;2.70;127.28
"#gempa mag:4.2, 18-jan-2023 13:34:25wib, lok:2.76lu, 127.15bt (147 km baratlaut tobelo-malut), kedlmn:14 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;tobelo;malut;2.76;127.15
"#gempa mag:4.4, 18-jan-2023 13:33:02wib, lok:2.90lu, 127.12bt (131 km tenggara melonguane-sulut), kedlmn:24 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;2.90;127.12
"#gempa mag:4.5, 18-jan-2023 13:28:04wib, lok:2.96lu, 127.24bt (131 km tenggara melonguane-sulut), kedlmn:19 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;2.96;127.24
"#gempa mag:4.6, 18-jan-2023 13:21:51wib, lok:2.87lu, 127.17bt (136 km tenggara melonguane-sulut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;2.87;127.17
#gempa mag:5.3, 18-jan-23 13:19:14 wib, lok:2.81 lu,127.09 bt (139 km tenggara melonguane-sulut), kedlmn:17 km, tdk berpotensi tsunami #bmkg;2022-01-18;melonguane;sulut;2.81;127.09
#gempa magnitudo: 5.3, kedalaman: 17 km, 18 jan 2023 13:19:14 wib, koordinat: 2.81 lu-127.09 bt (139 km tenggara melonguane-sulut), tidak berpotensi tsunami #bmkg;2022-01-18;melonguane;sulut;2.81;127.09
"#gempa mag:4.8, 18-jan-2023 13:19:14wib, lok:2.81lu, 127.11bt (140 km tenggara melonguane-sulut), kedlmn:19 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;2.81;127.11
#gempa dirasakan magnitudo: 7.1, kedalaman: 64 km, 18 jan 2023 13:06:14 wib, koordinat: 2.80 lu-127.11 bt (pusat gempa berada di laut 141 km tenggara melonguane) #bmkg;2022-01-18;melonguane;;2.80;127.11
#gempa mag:7.1, 18-jan-23 13:06:14 wib, lok:2.80 lu,127.11 bt (141 km tenggara melonguane-sulut), kedlmn:64 km, tdk berpotensi tsunami #bmkg;2022-01-18;melonguane;sulut;2.80;127.11
#gempa magnitudo: 7.1, kedalaman: 64 km, 18 jan 2023 13:06:14 wib, koordinat: 2.80 lu-127.11 bt (141 km tenggara melonguane-sulut), tidak berpotensi tsunami #bmkg;2022-01-18;melonguane;sulut;2.80;127.11
"#gempa mag:7.0, 18-jan-2023 13:06:14wib, lok:2.82lu, 127.11bt (139 km tenggara melonguane-sulut), kedlmn:59 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;melonguane;sulut;2.82;127.11
"#gempa mag:3.5, 18-jan-2023 12:56:12wib, lok:8.64ls, 120.49bt (4 km tenggara ruteng-manggarai-ntt), kedlmn:128 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;manggarai;ntt;-8.64;120.49
"#gempa mag:2.8, 18-jan-2023 11:17:58wib, lok:8.27ls, 119.69bt (33 km baratlaut labuanbajo-ntt), kedlmn:156 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;labuanbajo;ntt;-8.27;119.69
"#gempa mag:4.0, 18-jan-2023 11:06:00wib, lok:0.28ls, 96.95bt (134 km baratdaya niasselatan-sumut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;niasselatan;sumut;-0.28;96.95
"#gempa mag:3.8, 18-jan-2023 09:17:44wib, lok:0.65lu, 98.48bt (74 km timurlaut niasselatan-sumut), kedlmn:10 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;niasselatan;sumut;0.65;98.48
"#gempa mag:2.7, 18-jan-2023 09:10:17wib, lok:0.62lu, 98.42bt (67 km timurlaut niasselatan-sumut), kedlmn:30 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;niasselatan;sumut;0.62;98.42
"#gempa mag:4.1, 18-jan-2023 08:17:05wib, lok:0.43ls, 123.36bt (104 km timurlaut banggaikep-sulteng), kedlmn:16 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;banggaikep;sulteng;-0.43;123.36
"#gempa mag:3.0, 18-jan-2023 08:04:23wib, lok:9.26ls, 120.01bt (51 km timurlaut lewa-sumbatimur-ntt), kedlmn:45 km #bmkg 
disclaimer:informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data";2022-01-18;sumbatimur;ntt;-9.26;120.01
#gempa magnitudo: 6.3, kedalaman: 138 km, 18 jan 2023 07:34:46 wib, koordinat: 0.07 ls-123.28 bt (69 km tenggara bonebolango-gorontalo), tidak berpotensi tsunami #bmkg;2022-01-18;bonebolango;gorontalo;-0.07;123.28
#gempa mag:6.3, 18-jan-23 07:34:46 wib, lok:0.07 ls,123.28 bt (69 km tenggara bonebolango-gorontalo), kedlmn:138 km, tdk berpotensi tsunami #bmkg;2022-01-18;bonebolango;gorontalo;-0.07;123.28
"#gempa mag:6.4, 18-jan-2023 07:34:46wib, lok:0.07ls, 123.28bt (69 km tenggara bonebolango-gorontalo), kedlmn:138 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-18;bonebolango;gorontalo;-0.07;123.28
"#gempa mag:3.9, 18-jan-2023 06:40:36wib, lok:3.93ls, 133.57bt (82 km baratdaya kaimana-papuabrt), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-18;kaimana;papuabrt;-3.93;133.57
"#gempa mag:3.5, 18-jan-2023 06:15:43wib, lok:1.57lu, 99.19bt (10 km baratdaya tapanuliselatan-sumut), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-18;tapanuliselatan;sumut;1.57;99.19
"#gempa mag:3.4, 18-jan-2023 06:03:12wib, lok:1.56lu, 99.25bt (5 km baratdaya tapanuliselatan-sumut), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-18;tapanuliselatan;sumut;1.56;99.25
"#gempa mag:4.2, 18-jan-2023 05:11:11wib, lok:0.35lu, 122.31bt (20 km baratdaya boalemo-gorontalo), kedlmn:108 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-18;boalemo;gorontalo;0.35;122.31
"#gempa mag:5.0, 18-jan-2023 05:05:13wib, lok:6.13lu, 126.42bt (238 km baratlaut melonguane-sulut), kedlmn:80 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-18;melonguane;sulut;6.13;126.42
#gempa (update) mag:3.4, 18-jan-23 03:47:03 wib, lok:2.45 ls, 140.72 bt (pusat gempa berada di laut 18 km timurlaut kota jayapura), kedlmn:10 km dirasakan (mmi) ii kota jayapura #bmkg;2022-01-18;jayapura;;-2.45;140.72
#gempa dirasakan magnitudo: 3.4, kedalaman: 10 km, 18 jan 2023 03:47:03 wib, koordinat: 2.45 ls-140.72 bt (pusat gempa berada di laut 18 km timurlaut kota jayapura) #bmkg;2022-01-18;jayapura;;-2.45;140.72
"#gempa mag:2.9, 18-jan-2023 04:07:33wib, lok:3.08ls, 128.77bt (32 km baratlaut malukutengah), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-18;malukutengah;;-3.08;128.77
"#gempa mag:3.6, 18-jan-2023 03:47:02wib, lok:2.40ls, 140.74bt (105 km baratlaut keerom-papua), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-18;keerom;papua;-2.40;140.74
"#gempa mag:2.7, 18-jan-2023 02:20:33wib, lok:1.11lu, 121.46bt (19 km timurlaut buol-sulteng), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-18;buol;sulteng;1.11;121.46
"#gempa mag:3.0, 18-jan-2023 02:18:42wib, lok:8.76ls, 114.91bt (34 km baratdaya tabanan-bali), kedlmn:68 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-18;tabanan;bali;-8.76;114.91
"#gempa mag:4.6, 18-jan-2023 01:39:27wib, lok:14.13lu, 122.75bt (1207 km baratlaut melonguane-sulut), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-18;melonguane;sulut;14.13;122.75
"#gempa mag:3.5, 18-jan-2023 01:23:39wib, lok:1.67ls, 99.59bt (38 km timurlaut kep-mentawai-sumbar), kedlmn:19 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-18;mentawai;sumbar;-1.67;99.59
"#gempa mag:3.0, 18-jan-2023 01:02:49wib, lok:9.07ls, 116.95bt (36 km tenggara sumbawabarat-ntb), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-18;sumbawabarat;ntb;-9.07;116.95
#gempa (update) mag:2.4, 18-jan-23 00:37:17 wib, lok:6.84 ls, 107.10 bt (pusat gempa berada di darat 4 km baratdaya kabupaten cianjur), kedlmn:10 km dirasakan (mmi) ii - iii cilaku, ii - iii cianjur, ii - iii gekbrong, ii - iii karangtengah, ii - iii cugenang #bmkg;2022-01-18;cianjur;;-6.84;107.10
#gempa dirasakan magnitudo: 2.4, kedalaman: 10 km, 18 jan 2023 00:37:17 wib, koordinat: 6.84 ls-107.10 bt (pusat gempa berada di darat 4 km baratdaya kabupaten cianjur) #bmkg;2022-01-18;cianjur;;-6.84;107.10
"#gempa mag:4.0, 17-jan-2023 23:50:15wib, lok:5.41ls, 130.04bt (261 km baratdaya serambagiantimur-maluku), kedlmn:209 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-17;serambagiantimur;maluku;-5.41;130.04
#gempa (update) mag:2.6, 17-jan-23 23:12:01 wib, lok:6.78 ls, 107.10 bt (pusat gempa berada di darat 6 km baratlaut kabupaten cianjur), kedlmn:10 km dirasakan (mmi) ii - iii cilaku, ii - iii cugenang, ii - iii cianjur, ii - iii karangtengah, ii - iii cipanas #bmkg;2022-01-17;cianjur;;-6.78;107.10
#gempa dirasakan magnitudo: 2.6, kedalaman: 10 km, 17 jan 2023 23:12:01 wib, koordinat: 6.78 ls-107.10 bt (pusat gempa berada di darat 6 km baratlaut kabupaten cianjur) #bmkg;2022-01-17;cianjur;;-6.78;107.10
"#gempa mag:2.6, 17-jan-2023 23:12:01wib, lok:6.78ls, 107.10bt (6 km baratlaut kab-cianjur-jabar), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-17;cianjur;jabar;-6.78;107.10
#gempa (update) mag:4.7, 17-jan-23 22:21:26 wib, lok:8.41 ls, 120.60 bt (pusat gempa berada di darat 27 km timurlaut ruteng), kedlmn:30 km dirasakan (mmi) iv ruteng, iii nagekeo, ii - iii labuan bajo, ii congkar, ii reo, iii borong, ii bajawa, ii ende #bmkg;2022-01-17;ruteng;;-8.41;120.60
#gempa (update) mag:4.7, 17-jan-23 22:21:26 wib, lok:8.41 ls, 120.60 bt (pusat gempa berada di darat 27 km timurlaut ruteng), kedlmn:30 km dirasakan (mmi) iv ruteng, iii nagekeo, ii - iii labuan bajo, ii congkar, ii reo, iii borong, ii bajawa #bmkg;2022-01-17;ruteng;;-8.41;120.60
#gempa (update) mag:4.7, 17-jan-23 22:21:26 wib, lok:8.41 ls, 120.60 bt (pusat gempa berada di darat 27 km timurlaut ruteng), kedlmn:30 km dirasakan (mmi) iv ruteng, iii nagekeo, ii - iii labuan bajo, ii congkar, ii reo #bmkg;2022-01-17;ruteng;;-8.41;120.60
#gempa dirasakan magnitudo: 4.7, kedalaman: 30 km, 17 jan 2023 22:21:26 wib, koordinat: 8.41 ls-120.60 bt (pusat gempa berada di darat 27 km timurlaut ruteng) #bmkg;2022-01-17;ruteng;;-8.41;120.60
"#gempa mag:4.9, 17-jan-2023 22:21:26wib, lok:8.35ls, 120.64bt (35 km timurlaut ruteng-manggarai-ntt), kedlmn:24 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-17;manggarai;ntt;-8.35;120.64
"#gempa mag:3.3, 17-jan-2023 20:10:20wib, lok:7.76ls, 107.27bt (86 km baratdaya kab-bandung-jabar), kedlmn:19 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-17;bandung;jabar;-7.76;107.27
"#gempa mag:3.5, 17-jan-2023 19:58:49wib, lok:0.29lu, 97.11bt (84 km baratdaya niasselatan-sumut), kedlmn:40 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-17;niasselatan;sumut;0.29;97.11
"#gempa mag:4.1, 17-jan-2023 18:58:06wib, lok:2.13ls, 123.93bt (54 km baratdaya bobong-malut), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-17;bobong;malut;-2.13;123.93
#gempa (update) mag:4.1, 17-jan-23 16:47:55 wib, lok:2.40 ls, 140.40 bt (pusat gempa berada di laut 20 km baratlaut kabupaten jayapura), kedlmn:13 km dirasakan (mmi) ii kota jayapura, ii kabupaten jayapura #bmkg;2022-01-17;jayapura;;-2.40;140.40
#gempa dirasakan magnitudo: 4.1, kedalaman: 13 km, 17 jan 2023 16:47:55 wib, koordinat: 2.40 ls-140.40 bt (pusat gempa berada di laut 20 km baratlaut kabupaten jayapura) #bmkg;2022-01-17;jayapura;;-2.40;140.40
"#gempa mag:2.2, 17-jan-2023 14:45:00wib, lok:6.83ls, 107.11bt (3 km baratdaya kab-cianjur-jabar), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-17;cianjur;jabar;-6.83;107.11
#gempa (update) mag:2.3, 17-jan-23 13:58:42 wib, lok:7.16 ls, 109.76 bt (pusat gempa berada di darat 24 km tenggara kab. pekalongan), kedlmn:21 km dirasakan (mmi) ii - iii batur, ii - iii dieng, ii - iii wonosobo #bmkg;2022-01-17;pekalongan;;-7.16;109.76
#gempa dirasakan magnitudo: 2.3, kedalaman: 21 km, 17 jan 2023 13:58:42 wib, koordinat: 7.16 ls-109.76 bt (pusat gempa berada di darat 24 km tenggara kab. pekalongan) #bmkg;2022-01-17;pekalongan;;-7.16;109.76
#gempa (update) mag:2.2, 17-jan-23 13:56:13 wib, lok:7.15 ls, 109.77 bt (pusat gempa berada di darat 24 km tenggara kab. pekalongan), kedlmn:17 km dirasakan (mmi) iii batur, iii dieng #bmkg;2022-01-17;pekalongan;;-7.15;109.77
#gempa dirasakan magnitudo: 2.2, kedalaman: 17 km, 17 jan 2023 13:56:13 wib, koordinat: 7.15 ls-109.77 bt (pusat gempa berada di darat 24 km tenggara kab. pekalongan) #bmkg;2022-01-17;pekalongan;;-7.15;109.77
#gempa (update) mag:1.9, 17-jan-23 13:54:53 wib, lok:7.15 ls, 109.77 bt (pusat gempa berada di darat 21 km tenggara kab-pekalongan), kedlmn:10 km dirasakan (mmi) iii batur, iii dieng #bmkg;2022-01-17;kab;pekalongan;-7.15;109.77
#gempa dirasakan magnitudo: 1.9, kedalaman: 10 km, 17 jan 2023 13:54:53 wib, koordinat: 7.15 ls-109.77 bt (pusat gempa berada di darat 21 km tenggara kab-pekalongan) #bmkg;2022-01-17;kab;pekalongan;-7.15;109.77
"#gempa mag:2.4, 17-jan-2023 12:49:41wib, lok:7.05ls, 107.04bt (19 km tenggara kota-sukabumi-jabar), kedlmn:10 km #bmkg 
disclaimer:dlm bbrp menit pertama stlh gmp,parameter gmp dapat berubah dan boleh jadi blm akurat,kecuali tlh dianalisis ulang seismolog";2022-01-17;sukabumi;jabar;-7.05;107.04
